instructionsLoop.thisRepN,instructionsLoop.thisTrialN,instructionsLoop.thisN,instructionsLoop.thisIndex,instructionsLoop.ran,participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,fix_onset,tprac,practiceKey.keys,practiceKey.rt,pracitem_chosen_name,acc_practice,P1_onsetPrac,P2_onsetPrac,onsetFeedbPrac,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,P1,P2,Block,LocItem1,LocItem2,NameItem1,NameItem2,key_respAC_prac.keys,key_respAC_prac.corr,key_respAC_prac.rt,AC_acc,Attentions.thisRepN,Attentions.thisTrialN,Attentions.thisN,Attentions.thisIndex,Attentions.ran,Stim,Loc1,Loc2,Loc3,Loc4,CorrAns,keyDisturbed.keys,keyDisturbed.rt,repPractice.thisRepN,repPractice.thisTrialN,repPractice.thisN,repPractice.thisIndex,repPractice.ran,fixcross_onsetMain,trialNumber,key_resp.keys,key_resp.rt,item_chosen_name,item_chosen_value,item_chosen_ID,diff_chosen_minus_reject,acc_real,acc_feedback,P1_onset,P2_onset,feedb_onset,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Trial,ValueP1,ValueP2,P1name,P2name,P1Loc,P2Loc,P1id,P2id,Micro_categoryP1,Macro_categoryP1,Micro_categoryP2,Macro_categoryP2,ID_sequenceP1,ID_sequenceP2,InverseFb,pNumber,repBlocks.thisRepN,repBlocks.thisTrialN,repBlocks.thisN,repBlocks.thisIndex,repBlocks.ran
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,406.00096,69,NaN,NaN,No_response,NaN,NaN,NaN,2,2,406.05681,406.05681,408.56051,0,68,68,68,1,69,4,3,gloves      ,hat           ,html/resources/sequences_IDs/B/06_gloves.jpg,html/resources/sequences_IDs/A/08_hat.jpg,6,8,3,2,3,2,5,7,1,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,409.656755,70,left,0.94594,dolphin     ,6,2,-1,0,0,409.70185,409.70185,412.204215,0,69,69,69,1,70,6,7,dolphin     ,calculator    ,html/resources/sequences_IDs/B/02_dolphin.jpg,html/resources/sequences_IDs/A/09_calculator.jpg,2,9,1,1,4,2,2,8,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,413.29794,71,right,0.857325,sport_tshirt,8,7,4,1,3,413.36033,413.36033,415.86071,0,70,70,70,1,71,4,8,gloves      ,sport_tshirt,html/resources/sequences_IDs/B/06_gloves.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,6,7,3,2,3,2,5,6,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,416.470145,72,left,0.669525,calculator    ,7,9,1,1,1,416.48914,416.48914,418.98013,0,71,71,71,1,72,7,6,calculator    ,dolphin     ,html/resources/sequences_IDs/A/09_calculator.jpg,html/resources/sequences_IDs/B/02_dolphin.jpg,9,2,4,2,1,1,8,2,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,420.09228,73,left,1.09482,holdfast    ,2,4,-1,0,0,420.13986,420.13986,422.62967,0,72,72,72,1,73,2,3,holdfast    ,hat           ,html/resources/sequences_IDs/B/04_holdfast.jpg,html/resources/sequences_IDs/A/08_hat.jpg,4,8,2,1,3,2,4,7,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,423.732575,74,right,0.73566,hat           ,3,8,1,1,1,423.76272,423.76272,426.24755,0,73,73,73,1,74,2,3,holdfast    ,hat           ,html/resources/sequences_IDs/B/04_holdfast.jpg,html/resources/sequences_IDs/A/08_hat.jpg,4,8,2,1,3,2,4,7,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,427.360785,75,right,1.40746,wolf          ,5,1,-2,0,3,427.40586,427.40586,429.907605,0,74,74,74,1,75,7,5,calculator    ,wolf          ,html/resources/sequences_IDs/A/09_calculator.jpg,html/resources/sequences_IDs/A/01_wolf.jpg,9,1,4,2,1,1,8,1,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,430.52707,76,left,1.669585,calculator    ,7,9,1,1,1,430.61229,430.61229,433.10856,0,75,75,75,1,76,7,6,calculator    ,dolphin     ,html/resources/sequences_IDs/A/09_calculator.jpg,html/resources/sequences_IDs/B/02_dolphin.jpg,9,2,4,2,1,1,8,2,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,434.209395,77,right,1.93409,sport_tshirt,8,7,7,1,3,434.2618,434.2618,436.77384,0,76,76,76,1,77,1,8,camel         ,sport_tshirt,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,3,7,1,1,3,2,3,6,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.328905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,450.330005,78,left,1.161195,dolphin     ,6,2,-2,0,3,450.36413,450.36413,452.860535,0,0,0,0,1,78,6,8,dolphin     ,sport_tshirt,html/resources/sequences_IDs/B/02_dolphin.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,2,7,1,1,3,2,2,6,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,453.47277,79,right,2.209455,dolphin     ,6,2,2,1,3,453.52095,453.52095,456.01526,0,1,1,1,1,79,4,6,gloves      ,dolphin     ,html/resources/sequences_IDs/B/06_gloves.jpg,html/resources/sequences_IDs/B/02_dolphin.jpg,6,2,3,2,1,1,5,2,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,456.61839,80,left,0.955685,camel         ,1,3,-1,0,0,456.657595,456.657595,459.155625,0,2,2,2,1,80,1,2,camel         ,holdfast    ,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/B/04_holdfast.jpg,3,4,1,1,2,1,3,4,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,460.2517,81,left,1.00488,wolf          ,5,1,-1,0,0,460.27851,460.27851,462.7702,0,3,3,3,1,81,5,6,wolf          ,dolphin     ,html/resources/sequences_IDs/A/01_wolf.jpg,html/resources/sequences_IDs/B/02_dolphin.jpg,1,2,1,1,1,1,1,2,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,463.863615,82,right,1.15815,calculator    ,7,9,-1,0,1,463.912025,463.912025,466.419355,0,4,4,4,1,82,8,7,sport_tshirt,calculator    ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/A/09_calculator.jpg,7,9,3,2,4,2,6,8,1,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,467.51408,83,right,0.77418,camel         ,1,3,-3,0,3,467.53109,467.53109,470.020905,0,5,5,5,1,83,4,1,gloves      ,camel         ,html/resources/sequences_IDs/B/06_gloves.jpg,html/resources/sequences_IDs/A/03_camel.jpg,6,3,3,2,1,1,5,3,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,470.64119,84,left,1.3564,calculator    ,7,9,3,1,3,470.692685,470.692685,473.17929,0,6,6,6,1,84,7,4,calculator    ,gloves      ,html/resources/sequences_IDs/A/09_calculator.jpg,html/resources/sequences_IDs/B/06_gloves.jpg,9,6,4,2,3,2,8,5,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,473.78441,85,right,1.408165,sport_tshirt,8,7,5,1,3,473.8291,473.8291,476.32342,0,7,7,7,1,85,3,8,hat           ,sport_tshirt,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,8,7,3,2,3,2,7,6,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,476.94899,86,left,0.77612,camel         ,1,3,-6,0,3,476.99678,476.99678,479.494655,0,8,8,8,1,86,1,7,camel         ,calculator    ,html/resources/sequences_IDs/A/03_camel.jpg,html/resources/sequences_IDs/A/09_calculator.jpg,3,9,1,1,4,2,3,8,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,480.114525,87,right,0.99588,calculator    ,7,9,1,1,1,480.148125,480.148125,482.648765,0,9,9,9,1,87,6,7,dolphin     ,calculator    ,html/resources/sequences_IDs/B/02_dolphin.jpg,html/resources/sequences_IDs/A/09_calculator.jpg,2,9,1,1,4,2,2,8,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,483.750215,88,left,1.09201,hat           ,3,8,-1,0,0,483.77017,483.77017,486.27511,0,10,10,10,1,88,3,4,hat           ,gloves      ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/06_gloves.jpg,8,6,3,2,3,2,7,5,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,487.38146,89,NaN,NaN,No_response,NaN,NaN,NaN,2,2,487.426615,487.426615,489.909585,0,11,11,11,1,89,7,6,calculator    ,dolphin     ,html/resources/sequences_IDs/A/09_calculator.jpg,html/resources/sequences_IDs/B/02_dolphin.jpg,9,2,4,2,1,1,8,2,0,58,,,,,
,,,,,58,2020-07-04_15h59.19.643,retriever_ti,2020.1.3,Win32,60,Chrome,1920,1080,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,491.000435,90,NaN,NaN,No_response,NaN,NaN,NaN,2,2,491.03275,491.03275,493.519795,0,12,12,12,1,90,7,3,calculator    ,hat           ,html/resources/sequences_IDs/A/09_calculator.jpg,html/resources/sequences_IDs/A/08_hat.jpg,9,8,4,2,3,2,8,7,0,58,,,,,
