instructionsLoop.thisRepN,instructionsLoop.thisTrialN,instructionsLoop.thisN,instructionsLoop.thisIndex,instructionsLoop.ran,participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,fix_onset,tprac,practiceKey.keys,practiceKey.rt,pracitem_chosen_name,acc_practice,P1_onsetPrac,P2_onsetPrac,onsetFeedbPrac,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,P1,P2,Block,LocItem1,LocItem2,NameItem1,NameItem2,key_respAC_prac.keys,key_respAC_prac.corr,key_respAC_prac.rt,AC_acc,Attentions.thisRepN,Attentions.thisTrialN,Attentions.thisN,Attentions.thisIndex,Attentions.ran,Stim,Loc1,Loc2,Loc3,Loc4,CorrAns,keyDisturbed.keys,keyDisturbed.rt,repPractice.thisRepN,repPractice.thisTrialN,repPractice.thisN,repPractice.thisIndex,repPractice.ran,fixcross_onsetMain,trialNumber,key_resp.keys,item_chosen_name,item_chosen_value,item_chosen_ID,diff_chosen_minus_reject,key_resp.rt,acc_real,acc_feedback,P1_onset,P2_onset,feedb_onset,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Trial,ValueP1,ValueP2,P1name,P2name,P1Loc,P2Loc,P1id,P2id,Micro_categoryP1,Macro_categoryP1,Micro_categoryP2,Macro_categoryP2,ID_sequenceP1,ID_sequenceP2,InverseFb,pNumber,repBlocks.thisRepN,repBlocks.thisTrialN,repBlocks.thisN,repBlocks.thisIndex,repBlocks.ran
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.17834,79,left,gloves      ,8,6,1,0.447485,1,1,1090.21424,1090.21424,1092.69944,0,1,1,1,1,79,8,7,gloves      ,wolf          ,html/resources/sequences_IDs/B/06_gloves.jpg,html/resources/sequences_IDs/A/01_wolf.jpg,6,1,3,2,1,1,5,1,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.796075,80,left,gloves      ,8,6,6,0.435105,1,3,1093.818685,1093.818685,1096.30797,0,2,2,2,1,80,8,2,gloves      ,slipper     ,html/resources/sequences_IDs/B/06_gloves.jpg,html/resources/sequences_IDs/B/08_slipper.jpg,6,8,3,2,3,2,5,7,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1096.92633,81,right,parrot      ,6,5,5,0.77736,1,3,1096.97789,1096.97789,1099.468495,0,3,3,3,1,81,1,6,dress         ,parrot      ,html/resources/sequences_IDs/A/07_dress.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,7,5,3,2,2,1,6,4,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.081155,82,left,giraffe     ,4,3,-1,0.634895,0,1,1100.11702,1100.11702,1102.61084,0,4,4,4,1,82,4,5,giraffe     ,calculator    ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/09_calculator.jpg,3,9,1,1,4,2,3,8,1,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.716685,83,left,wolf          ,7,1,4,0.87996,1,3,1103.761345,1103.761345,1106.24125,0,5,5,5,1,83,7,3,wolf          ,seaturtle     ,html/resources/sequences_IDs/A/01_wolf.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,1,2,1,1,2,1,1,2,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.860655,84,right,giraffe     ,4,3,3,0.649775,1,3,1106.895065,1106.895065,1109.38603,0,6,6,6,1,84,1,4,dress         ,giraffe     ,html/resources/sequences_IDs/A/07_dress.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,7,3,3,2,1,1,6,3,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.992475,85,right,slipper     ,2,8,-2,0.604365,0,3,1110.029135,1110.029135,1112.52516,0,7,7,7,1,85,4,2,giraffe     ,slipper     ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/B/08_slipper.jpg,3,8,1,1,3,2,3,7,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.14407,86,right,slipper     ,2,8,-3,0.64561,0,3,1113.181025,1113.181025,1115.667985,0,8,8,8,1,86,5,2,calculator    ,slipper     ,html/resources/sequences_IDs/A/09_calculator.jpg,html/resources/sequences_IDs/B/08_slipper.jpg,9,8,4,2,3,2,8,7,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1116.286845,87,right,giraffe     ,4,3,-1,0.492615,0,0,1116.30942,1116.30942,1118.80118,0,9,9,9,1,87,5,4,calculator    ,giraffe     ,html/resources/sequences_IDs/A/09_calculator.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,9,3,4,2,1,1,8,3,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1119.89642,88,left,giraffe     ,4,3,-1,1.93271,0,0,1119.91089,1119.91089,1122.41326,0,10,10,10,1,88,4,5,giraffe     ,calculator    ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/09_calculator.jpg,3,9,1,1,4,2,3,8,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.515335,89,left,parrot      ,6,5,-1,0.91423,0,0,1123.53673,1123.53673,1126.029545,0,11,11,11,1,89,6,7,parrot      ,wolf          ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/A/01_wolf.jpg,5,1,2,1,1,1,4,1,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.121675,90,left,gloves      ,8,6,5,1.520605,1,3,1127.15564,1127.15564,1129.642525,0,12,12,12,1,90,8,3,gloves      ,seaturtle     ,html/resources/sequences_IDs/B/06_gloves.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,6,2,3,2,2,1,5,2,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.250525,91,left,seaturtle     ,3,2,-3,0.948645,0,3,1130.28672,1130.28672,1132.77573,0,13,13,13,1,91,3,6,seaturtle     ,parrot      ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,2,5,2,1,2,1,2,4,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1133.396825,92,left,parrot      ,6,5,1,0.879285,1,1,1133.4164,1133.4164,1135.89763,0,14,14,14,1,92,6,5,parrot      ,calculator    ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/A/09_calculator.jpg,5,9,2,1,4,2,4,8,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1137.00062,93,right,parrot      ,6,5,-1,0.8258,0,1,1137.035355,1137.035355,1139.524685,0,15,15,15,1,93,7,6,wolf          ,parrot      ,html/resources/sequences_IDs/A/01_wolf.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,1,5,1,1,2,1,1,4,1,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.62572,94,right,seaturtle     ,3,2,-2,1.73321,0,3,1140.6462,1140.6462,1143.14081,0,16,16,16,1,94,5,3,calculator    ,seaturtle     ,html/resources/sequences_IDs/A/09_calculator.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,9,2,4,2,2,1,8,2,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.745075,95,right,calculator    ,5,9,1,0.9149,1,1,1143.781695,1143.781695,1146.278165,0,17,17,17,1,95,4,5,giraffe     ,calculator    ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/09_calculator.jpg,3,9,1,1,4,2,3,8,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.386875,96,NaN,No_response,NaN,NaN,NaN,NaN,2,2,1147.41453,1147.41453,1150.752645,0,18,18,18,1,96,8,7,gloves      ,wolf          ,html/resources/sequences_IDs/B/06_gloves.jpg,html/resources/sequences_IDs/A/01_wolf.jpg,6,1,3,2,1,1,5,1,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1151.84293,97,left,wolf          ,7,1,1,0.91896,1,1,1151.86227,1151.86227,1154.35286,0,19,19,19,1,97,7,6,wolf          ,parrot      ,html/resources/sequences_IDs/A/01_wolf.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,1,5,1,1,2,1,1,4,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1155.454815,98,right,gloves      ,8,6,1,1.08286,1,0,1155.49065,1155.49065,1157.9865,0,20,20,20,1,98,7,8,wolf          ,gloves      ,html/resources/sequences_IDs/A/01_wolf.jpg,html/resources/sequences_IDs/B/06_gloves.jpg,1,6,1,1,3,2,1,5,1,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1159.0838,99,NaN,No_response,NaN,NaN,NaN,NaN,2,2,1159.125025,1159.125025,1161.61527,0,21,21,21,1,99,1,3,dress         ,seaturtle     ,html/resources/sequences_IDs/A/07_dress.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,7,2,3,2,2,1,6,2,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1162.730145,100,left,slipper     ,2,8,1,0.715395,1,1,1162.757945,1162.757945,1165.26323,0,22,22,22,1,100,2,1,slipper     ,dress         ,html/resources/sequences_IDs/B/08_slipper.jpg,html/resources/sequences_IDs/A/07_dress.jpg,8,7,3,2,3,2,7,6,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1166.363745,101,left,slipper     ,2,8,1,0.484095,1,1,1166.38664,1166.38664,1168.870965,0,23,23,23,1,101,2,1,slipper     ,dress         ,html/resources/sequences_IDs/B/08_slipper.jpg,html/resources/sequences_IDs/A/07_dress.jpg,8,7,3,2,3,2,7,6,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1169.97891,102,right,giraffe     ,4,3,1,0.802845,1,0,1169.996135,1169.996135,1172.49622,0,24,24,24,1,102,3,4,seaturtle     ,giraffe     ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,2,3,2,1,1,1,2,3,1,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.91409,103,right,calculator    ,5,9,2,0.86318,1,3,1173.965085,1173.965085,1176.44693,0,25,25,25,1,103,3,5,seaturtle     ,calculator    ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/A/09_calculator.jpg,2,9,2,1,4,2,2,8,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1177.060025,104,NaN,No_response,NaN,NaN,NaN,NaN,2,2,1177.084395,1177.084395,1179.89251,0,26,26,26,1,104,6,4,parrot      ,giraffe     ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,5,3,2,1,1,1,4,3,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1181.33063,105,NaN,No_response,NaN,NaN,NaN,NaN,2,2,1184.02044,1184.02044,1188.81474,0,27,27,27,1,105,7,6,wolf          ,parrot      ,html/resources/sequences_IDs/A/01_wolf.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,1,5,1,1,2,1,1,4,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.000475,106,NaN,No_response,NaN,NaN,NaN,NaN,2,2,1190.026205,1190.026205,1192.6722,0,28,28,28,1,106,1,2,dress         ,slipper     ,html/resources/sequences_IDs/A/07_dress.jpg,html/resources/sequences_IDs/B/08_slipper.jpg,7,8,3,2,3,2,6,7,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.771715,107,right,wolf          ,7,1,5,0.689545,1,3,1193.807285,1193.807285,1196.32914,0,29,29,29,1,107,2,7,slipper     ,wolf          ,html/resources/sequences_IDs/B/08_slipper.jpg,html/resources/sequences_IDs/A/01_wolf.jpg,8,1,3,2,1,1,7,1,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1196.935765,108,left,wolf          ,7,1,3,0.23752,1,3,1196.975585,1196.975585,1199.48695,0,30,30,30,1,108,7,4,wolf          ,giraffe     ,html/resources/sequences_IDs/A/01_wolf.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,1,3,1,1,1,1,1,3,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.097515,109,right,slipper     ,2,8,1,0.756065,1,0,1200.126925,1200.126925,1202.618065,0,31,31,31,1,109,1,2,dress         ,slipper     ,html/resources/sequences_IDs/A/07_dress.jpg,html/resources/sequences_IDs/B/08_slipper.jpg,7,8,3,2,3,2,6,7,1,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1203.713845,110,NaN,No_response,NaN,NaN,NaN,NaN,2,2,1203.75307,1203.75307,1206.237545,0,32,32,32,1,110,5,6,calculator    ,parrot      ,html/resources/sequences_IDs/A/09_calculator.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,9,5,4,2,2,1,8,4,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.34672,111,right,parrot      ,6,5,2,0.712795,1,3,1207.385075,1207.385075,1209.91178,0,33,33,33,1,111,4,6,giraffe     ,parrot      ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,3,5,1,1,2,1,3,4,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.52267,112,left,parrot      ,6,5,-2,0.763005,0,3,1210.565505,1210.565505,1213.236855,0,34,34,34,1,112,6,8,parrot      ,gloves      ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/B/06_gloves.jpg,5,6,2,1,3,2,4,5,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1213.95762,113,NaN,No_response,NaN,NaN,NaN,NaN,2,2,1213.97839,1213.97839,1216.45934,0,35,35,35,1,113,8,1,gloves      ,dress         ,html/resources/sequences_IDs/B/06_gloves.jpg,html/resources/sequences_IDs/A/07_dress.jpg,6,7,3,2,3,2,5,6,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1217.848665,114,NaN,No_response,NaN,NaN,NaN,NaN,2,2,1217.89091,1217.89091,1223.541955,0,36,36,36,1,114,5,6,calculator    ,parrot      ,html/resources/sequences_IDs/A/09_calculator.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,9,5,4,2,2,1,8,4,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1225.50956,115,NaN,No_response,NaN,NaN,NaN,NaN,2,2,1231.65973,1231.65973,1235.480175,0,37,37,37,1,115,3,1,seaturtle     ,dress         ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/A/07_dress.jpg,2,7,2,1,3,2,2,6,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.574455,116,NaN,No_response,NaN,NaN,NaN,NaN,2,2,1237.320995,1237.320995,1239.143685,0,38,38,38,1,116,1,7,dress         ,wolf          ,html/resources/sequences_IDs/A/07_dress.jpg,html/resources/sequences_IDs/A/01_wolf.jpg,7,1,3,2,1,1,6,1,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.246985,117,left,seaturtle     ,3,2,-1,0.66788,0,0,1240.270905,1240.270905,1242.760815,0,39,39,39,1,117,3,4,seaturtle     ,giraffe     ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,2,3,2,1,1,1,2,3,0,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1243.854265,118,left,parrot      ,6,5,1,0.474025,1,0,1244.114805,1244.114805,1246.37635,0,40,40,40,1,118,6,5,parrot      ,calculator    ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/A/09_calculator.jpg,5,9,2,1,4,2,4,8,1,94,,,,,
,,,,,94,2020-07-04_14h18.41.239,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.488245,119,right,gloves      ,8,6,6,0.459465,1,3,1247.5058,1247.5058,1250.00257,0,41,41,41,1,119,2,8,slipper     ,gloves      ,html/resources/sequences_IDs/B/08_slipper.jpg,html/resources/sequences_IDs/B/06_gloves.jpg,8,6,3,2,3,2,7,5,0,94,,,,,
